metaweight,country,EXP1,EXP2,EXP3,EXP4,AP1,AP2,AP3,AP4,EL1,EL2,POP1,POP2,POP3,POP4,POP5,POP6,expertise,antipolitics,elitism,popscale
1.2416874,2,6,6,5,2,5,5,6,6,6,2,6,7,5,6,6,5,4.75,5.5,4,6
.62249655,2,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4.25,4.25,4,4
1.5163437,2,7,7,4,4,4,7,4,7,7,2,6,7,7,7,7,4,5.5,5.5,4.5,6.8000002
.54337782,2,5,6,3,5,2,1,3,1,7,1,7,4,5,7,2,1,4.75,1.75,4,5
.8387316500000001,2,6,6,5,5,4,4,6,5,2,3,5,6,7,3,4,1,5.5,4.75,2.5,5
1.5677073,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1.1062416,2,6,6,5,5,3,3,3,5,5,5,3,3,2,6,2,5,5.5,3.5,5,3.2
.54337782,2,5,3,5,5,3,5,2,7,3,1,7,6,3,5,6,3,4.5,4.25,2,5.4000001
1.0709974,2,5,6,6,6,4,4,5,5,4,2,5,4,5,5,6,5,5.75,4.5,3,5
.54337782,2,5,5,5,5,5,3,4,5,5,5,3,3,4,6,4,2,5,4.25,5,4
.79242516,2,5,5,1,4,4,5,6,6,1,4,5,4,6,5,6,1,3.75,5.25,2.5,5.1999998
.79242516,2,7,2,6,1,2,7,7,7,1,1,7,7,7,7,7,1,4,5.75,1,7
.54337782,2,6,6,6,6,4,3,3,5,5,3,5,3,4,5,5,6,6,3.75,4,4.4000001
.65026277,2,5,5,5,5,5,5,2,5,5,2,5,5,5,5,6,5,5,4.25,3.5,5.1999998
.79242516,2,6,6,5,6,3,3,2,5,5,2,4,4,3,4,5,4,5.75,3.25,3.5,4
1.0913578,2,3,5,2,4,3,3,3,5,5,2,5,4,5,4,5,3,3.5,3.5,3.5,4.5999999
1.2948937,2,7,4,6,6,6,6,2,7,7,1,5,5,3,6,6,4,5.75,5.25,4,5
1.449982,2,7,6,7,7,6,7,7,7,6,1,6,6,3,3,6,3,6.75,6.75,3.5,4.8000002
.79242516,2,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5.5,5
.63813144,2,6,7,5,6,6,6,2,5,5,5,4,2,6,6,3,1,6,4.75,5,4.1999998
1.5163437,2,4,5,5,4,5,5,4,7,4,2,6,5,5,5,5,5,4.5,5.25,3,5.1999998
.77764165,2,6,4,5,5,5,6,4,5,5,5,6,4,4,6,4,5,5,5,5,4.8000002
1.1520816,2,6,5,5,6,5,6,6,7,5,2,3,5,5,6,3,5,5.5,6,3.5,4.4000001
.8387316500000001,2,5,7,6,7,5,5,5,6,5,4,3,2,4,4,5,2,6.25,5.25,4.5,3.5999999
1.0399112,2,7,1,1,1,5,4,1,7,7,1,5,5,3,3,5,3,2.5,4.25,4,4.1999998
1.449982,2,7,5,6,6,3,2,2,5,6,3,6,6,6,7,5,3,6,3,4.5,6
1.0127757,2,6,7,7,6,6,6,6,7,5,4,6,7,7,7,7,6,6.5,6.25,4.5,6.8000002
.54337782,2,5,6,6,6,5,6,5,5,6,6,6,6,6,5,6,6,5.75,5.25,6,5.8000002
.62249655,2,6,7,7,5,7,3,6,5,7,3,4,3,3,7,5,6,6.25,5.25,5,4.4000001
1.0453057,2,4,6,5,4,3,4,3,6,3,4,6,4,3,6,5,4,4.75,4,3.5,4.8000002
.5332405,2,6,6,6,4,3,3,3,4,4,5,3,3,3,4,3,2,5.5,3.25,4.5,3.2
.79242516,2,7,7,4,7,7,7,7,7,7,4,7,7,7,1,7,1,6.25,7,5.5,5.8000002
2.0249712,2,6,6,5,6,6,7,6,7,3,2,7,5,6,5,7,5,5.75,6.5,2.5,6
.54337782,2,7,7,7,1,7,7,7,7,1,1,7,7,7,7,7,7,5.5,7,1,7
.5332405,2,6,5,3,4,4,5,5,6,5,5,3,3,4,5,5,4,4.5,5,5,4
.62249655,2,7,7,2,4,4,4,4,5,5,2,4,4,4,5,4,5,5,4.25,3.5,4.1999998
.65026277,2,5,5,5,5,4,6,5,5,5,6,5,5,6,5,6,6,5,5,5.5,5.4000001
1.449982,2,5,4,7,6,5,5,7,7,7,1,7,7,4,4,7,7,5.5,6,4,5.8000002
.65026277,2,6,3,3,5,5,6,5,7,5,3,5,3,3,6,5,3,4.25,5.75,4,4.4000001
1.5163437,2,4,5,2,5,4,1,2,3,6,5,6,2,4,7,6,3,4,2.5,5.5,5
.54337782,2,5,6,6,6,6,6,6,5,6,5,6,6,5,6,5,6,5.75,5.75,5.5,5.5999999
.7422753,2,6,5,7,6,5,6,5,6,7,1,7,6,4,7,6,2,6,5.5,4,6
1.1520816,2,5,5,3,4,4,4,5,6,3,3,5,4,5,4,4,4,4.25,4.75,3,4.4000001
.7422753,2,6,3,6,6,6,2,6,4,6,3,7,6,6,6,2,2,5.25,4.5,4.5,5.4000001
1.0320293,2,7,1,4,4,5,7,5,7,7,1,7,3,5,7,7,3,4,6,4,5.8000002
1.7059162,2,7,6,5,5,5,5,7,6,6,4,3,5,5,5,5,3,5.75,5.75,5,4.5999999
1.0913578,2,7,7,4,5,5,5,7,6,4,2,4,3,4,6,6,3,5.75,5.75,3,4.5999999
.99249583,2,6,1,6,5,5,7,5,7,6,2,4,5,6,7,4,1,4.5,6,4,5.1999998
1.4229311,2,6,7,7,7,7,7,4,4,4,1,7,5,2,1,5,1,6.75,5.5,2.5,4
1.0453057,2,7,6,6,6,7,6,2,7,6,1,6,5,6,5,6,6,6.25,5.5,3.5,5.5999999
.65026277,2,5,5,5,5,3,3,3,3,2,3,5,3,3,5,5,3,5,3,2.5,4.1999998
.8387316500000001,2,6,3,5,4,4,4,4,6,2,1,6,6,5,3,6,3,4.5,4.5,1.5,5.1999998
1.0913578,2,6,3,6,5,5,6,5,5,2,6,7,5,5,6,6,5,5,5.25,4,5.8000002
1.1520816,2,6,5,4,5,4,5,6,7,3,3,4,2,2,3,5,6,5,5.5,3,3.2
.54337782,2,6,6,7,2,3,4,3,3,6,5,6,3,3,6,3,3,5.25,3.25,5.5,4.1999998
1.1062416,2,5,6,6,5,4,5,5,5,5,5,5,4,5,4,5,5,5.5,4.75,5,4.5999999
.54337782,2,5,4,4,4,3,3,3,4,3,3,4,4,4,5,5,4,4.25,3.25,3,4.4000001
1.2948937,2,7,7,7,4,1,7,4,7,1,1,7,5,7,7,6,4,6.25,4.75,1,6.4000001
1.1305883,2,5,5,3,5,3,5,2,6,3,3,5,3,3,5,5,5,4.5,4,3,4.1999998
.8387316500000001,2,6,5,5,5,5,3,6,6,5,2,5,6,6,5,6,2,5.25,5,3.5,5.5999999
.65026277,2,5,6,6,6,5,3,5,5,6,2,6,6,5,5,6,5,5.75,4.5,4,5.5999999
1.2948937,2,7,6,7,6,7,7,5,7,2,1,5,6,6,7,7,2,6.5,6.5,1.5,6.1999998
1.0709974,2,7,7,5,6,3,7,5,7,3,1,7,6,6,7,7,7,6.25,5.5,2,6.5999999
1.3596098,2,3,1,1,2,2,3,2,2,1,1,2,2,3,3,2,3,1.75,2.25,1,2.4000001
1.385457,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
.8387316500000001,2,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4.5,4
.54337782,2,3,5,5,5,5,3,5,7,5,4,3,4,4,6,4,2,4.5,5,4.5,4.1999998
.82308424,2,7,2,5,3,3,7,5,7,1,1,7,7,7,5,7,5,4.25,5.5,1,6.5999999
1.5451705,2,6,7,6,5,6,5,6,7,7,1,4,4,5,6,6,5,6,6,4,5
1.5451705,2,6,5,6,6,6,6,5,7,5,3,6,5,5,6,6,2,5.75,6,4,5.5999999
1.2416874,2,3,3,4,5,4,6,6,5,5,3,6,6,6,6,6,6,3.75,5.25,4,6
.5332405,2,5,4,5,3,5,6,5,6,3,3,5,5,5,4,4,4,4.25,5.5,3,4.5999999
1.385457,2,5,4,5,5,3,4,6,7,5,1,4,3,2,5,6,4,4.75,5,3,4
1.1520816,2,1,1,7,7,2,7,1,7,1,1,7,7,7,7,7,5,4,4.25,1,7
1.1305883,2,6,6,5,5,6,5,6,7,5,5,5,5,5,7,6,6,5.5,6,5,5.5999999
.8387316500000001,2,5,5,3,6,5,5,6,6,3,2,5,4,5,5,5,5,4.75,5.5,2.5,4.8000002
.62249655,2,7,5,7,7,6,7,7,7,6,1,6,6,6,5,6,7,6.5,6.75,3.5,5.8000002
1.0709974,2,7,1,4,5,5,7,7,7,4,1,7,7,7,7,7,7,4.25,6.5,2.5,7
1.0453057,2,6,6,4,6,4,4,5,4,6,2,5,3,4,5,5,3,5.5,4.25,4,4.4000001
.7422753,2,6,5,4,4,5,4,5,5,3,5,3,4,4,4,4,4,4.75,4.75,4,3.8
1.1062416,2,5,5,4,5,5,4,6,6,4,5,7,6,6,6,5,7,4.75,5.25,4.5,6
1.3195107,2,7,3,4,2,2,3,3,3,4,1,2,3,3,4,5,4,4,2.75,2.5,3.4000001
1.0913578,2,7,5,4,3,3,3,3,5,3,1,7,5,3,7,7,3,4.75,3.5,2,5.8000002
1.1305883,2,5,5,5,4,5,5,1,5,4,3,6,1,4,6,7,4,4.75,4,3.5,4.8000002
1.0913578,2,4,4,3,4,4,3,3,3,4,4,5,3,4,4,4,4,3.75,3.25,4,4
1.3195107,2,7,7,7,7,7,7,6,7,3,6,7,7,7,7,7,7,7,6.75,4.5,7
.8387316500000001,2,6,6,5,4,4,5,6,6,5,4,5,6,5,4,6,6,5.25,5.25,4.5,5.1999998
1.3596098,2,3,1,5,3,5,2,2,5,2,3,7,7,7,6,3,3,3,3.5,2.5,6
.54337782,2,6,5,5,4,4,5,5,5,5,6,5,5,5,5,5,5,5,4.75,5.5,5
1.2652928,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
.97397977,2,7,1,7,1,7,7,7,7,1,1,7,7,7,7,7,7,4,7,1,7
.8387316500000001,2,7,4,7,6,5,7,7,7,7,1,7,3,6,3,7,3,6,6.5,4,5.1999998
.45378941,2,7,7,7,7,7,7,7,7,7,5,3,3,7,7,7,1,7,7,6,5.4000001
.63813144,2,7,6,6,6,6,4,4,5,2,4,5,4,5,5,6,5,6.25,4.75,3,5
.54337782,2,5,7,7,5,6,4,6,7,5,5,6,6,5,5,4,1,6,5.75,5,5.1999998
1.2416874,2,7,7,4,3,3,3,3,3,3,3,3,3,3,3,3,3,5.25,3,3,3
1.1520816,2,4,6,4,5,5,5,5,6,5,2,6,5,5,6,5,3,4.75,5.25,3.5,5.4000001
.8387316500000001,2,6,4,2,3,4,1,5,3,2,1,6,4,4,6,4,3,3.75,3.25,1.5,4.8000002
1.5384601,2,5,6,7,4,4,7,7,7,6,1,5,7,7,7,7,5,5.5,6.25,3.5,6.5999999
1.5163437,2,7,4,6,7,7,7,7,7,2,2,7,7,7,6,6,2,6,7,2,6.5999999
1.1305883,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1.449982,2,6,5,5,6,6,3,6,7,4,3,4,5,5,5,5,2,5.5,5.5,3.5,4.8000002
.5332405,2,4,2,5,2,3,3,1,1,1,1,4,1,4,4,3,1,3.25,2,1,3.2
1.0205106,2,7,3,3,7,6,7,6,7,3,1,6,7,7,7,1,6,5,6.5,2,5.5999999
1.1062416,2,6,7,5,5,3,3,3,6,6,1,4,4,5,5,6,6,5.75,3.75,3.5,4.8000002
1.9871933,2,7,7,5,7,6,6,1,5,2,2,5,1,7,1,7,3,6.5,4.5,2,4.1999998
1.0709974,2,7,4,7,6,5,7,5,7,7,7,7,7,7,6,7,3,6,6,7,6.8000002
1.0856035,2,7,5,5,6,3,3,5,5,1,2,7,4,7,7,1,3,5.75,4,1.5,5.1999998
1.0709974,2,3,5,5,5,5,3,3,3,5,2,4,5,5,7,6,5,4.5,3.5,3.5,5.4000001
1.1520816,2,6,6,4,4,4,6,2,7,5,1,7,7,6,6,6,5,5,4.75,3,6.4000001
.46241629,2,6,5,5,6,6,6,6,6,6,2,6,6,3,6,6,2,5.5,6,4,5.4000001
1.0399112,2,2,2,2,2,2,2,2,2,2,2,6,7,7,7,6,6,2,2,2,6.5999999
1.1520816,2,7,4,7,6,4,2,5,6,5,1,3,3,5,7,7,4,6,4.25,3,5
.62249655,2,3,3,5,5,3,3,3,5,5,1,7,5,3,2,2,5,4,3.5,3,3.8
1.0320293,2,1,6,2,5,5,3,3,5,2,5,5,3,2,3,3,6,3.5,4,3.5,3.2
.65026277,2,7,5,7,4,5,4,4,5,4,1,6,3,5,5,7,3,5.75,4.5,2.5,5.1999998
.77764165,2,7,7,6,6,6,3,3,3,4,3,5,5,3,5,3,3,6.5,3.75,3.5,4.1999998
.7422753,2,4,4,4,4,4,4,4,4,4,4,6,1,5,4,6,4,4,4,4,4.4000001
1.1520816,2,7,7,4,7,4,5,5,7,6,2,2,1,3,3,7,6,6.25,5.25,4,3.2
.63813144,2,6,7,6,3,6,6,6,7,5,6,3,3,6,3,6,1,5.5,6.25,5.5,4.1999998
.5332405,2,6,1,1,5,5,3,6,6,1,1,7,7,7,7,7,5,3.25,5,1,7
.63813144,2,6,5,6,5,6,5,6,7,6,3,5,6,5,5,6,5,5.5,6,4.5,5.4000001
.63813144,2,5,4,3,6,6,4,5,7,3,2,5,5,5,7,6,3,4.5,5.5,2.5,5.5999999
.65026277,2,7,6,6,6,5,4,2,7,5,3,5,5,4,4,5,6,6.25,4.5,4,4.5999999
.8387316500000001,2,6,2,7,6,3,2,3,2,6,1,4,4,5,3,5,1,5.25,2.5,3.5,4.1999998
1.449982,2,5,3,7,3,5,4,4,5,4,4,3,5,5,6,5,4,4.5,4.5,4,4.8000002
1.3596098,2,5,3,7,6,6,6,5,5,5,1,6,6,7,6,7,3,5.25,5.5,3,6.4000001
1.1520816,2,7,3,4,6,6,6,3,7,5,2,3,4,7,6,7,2,5,5.5,3.5,5.4000001
.54337782,2,6,6,4,5,4,5,6,6,6,4,5,7,6,6,6,1,5.25,5.25,5,6
1.1062416,2,7,7,6,6,4,2,7,7,1,1,6,5,5,5,5,6,6.5,5,1,5.1999998
2.0249712,2,5,3,6,5,5,5,6,6,5,3,6,6,6,5,5,3,4.75,5.5,4,5.5999999
.65026277,2,7,5,5,4,4,5,5,7,6,2,6,5,7,4,7,5,5.25,5.25,4,5.8000002
.8387316500000001,2,5,4,5,5,3,3,5,3,3,5,5,2,3,6,6,4,4.75,3.5,4,4.4000001
1.1305883,2,7,5,4,4,4,7,5,6,4,5,4,4,4,7,7,4,5,5.5,4.5,5.1999998
.8387316500000001,2,7,2,6,7,6,5,5,6,7,2,3,3,3,2,6,3,5.5,5.5,4.5,3.4000001
.79242516,2,5,5,5,3,5,3,4,5,5,3,5,3,4,5,5,5,4.5,4.25,4,4.4000001
.8387316500000001,2,6,5,6,6,5,5,5,5,5,5,5,5,5,5,6,5,5.75,5,5,5.1999998
.65026277,2,6,6,5,4,6,4,5,4,2,3,5,5,5,5,7,4,5.25,4.75,2.5,5.4000001
1.0709974,2,6,4,6,6,5,6,7,7,6,1,6,6,7,4,6,3,5.5,6.25,3.5,5.8000002
.65026277,2,5,6,4,4,5,4,6,6,4,4,3,3,3,5,3,2,4.75,5.25,4,3.4000001
.65026277,2,5,5,3,5,5,5,6,6,6,4,4,5,5,6,5,4,4.5,5.5,5,5
1.0320293,2,5,5,5,5,5,3,3,2,6,1,6,6,5,5,5,5,5,3.25,3.5,5.4000001
.79242516,2,6,5,3,7,6,5,6,2,4,7,7,7,6,5,6,6,5.25,4.75,5.5,6.1999998
1.2652928,2,7,5,7,7,7,7,7,7,5,3,3,5,7,7,7,1,6.5,7,4,5.8000002
1.3596098,2,6,5,6,5,4,7,7,7,7,1,6,7,6,4,4,6,5.5,6.25,4,5.4000001
1.3195107,2,7,6,7,6,5,5,7,7,5,1,6,6,7,7,7,5,6.5,6,3,6.5999999
1.2416874,2,4,4,4,4,4,3,4,6,3,2,4,4,6,6,5,4,4,4.25,2.5,5
.8387316500000001,2,7,5,4,5,4,3,5,6,3,4,4,5,4,6,6,2,5.25,4.5,3.5,5
1.1520816,2,7,6,6,6,7,7,7,7,2,2,5,6,6,7,7,1,6.25,7,2,6.1999998
1.2948937,2,7,4,7,6,4,4,4,6,5,1,4,3,4,7,6,7,6,4.5,3,4.8000002
1.2948937,2,7,7,3,7,2,6,3,2,3,2,5,2,3,6,7,6,6,3.25,2.5,4.5999999
.63813144,2,7,4,6,4,5,6,6,7,2,3,7,4,7,7,7,1,5.25,6,2.5,6.4000001
1.2416874,2,7,7,3,3,3,5,3,3,3,1,4,4,4,4,5,4,5,3.5,2,4.1999998
1.0913578,2,6,6,6,7,7,7,7,7,6,7,7,7,7,7,7,7,6.25,7,6.5,7
1.0913578,2,6,6,5,6,7,6,5,6,5,3,6,3,4,5,6,4,5.75,6,4,4.8000002
1.385457,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1.3195107,2,7,6,4,5,5,5,5,6,3,3,2,3,5,7,5,6,5.5,5.25,3,4.4000001
1.0399112,2,7,4,7,2,2,7,4,7,1,1,7,7,7,3,7,4,5,5,1,6.1999998
.99249583,2,5,5,3,5,6,5,6,5,3,5,6,4,4,5,5,3,4.5,5.5,4,4.8000002
.82308424,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
.79242516,2,5,5,3,5,3,4,3,5,3,3,5,3,3,5,3,5,4.5,3.75,3,3.8
.7422753,2,7,6,6,3,2,2,6,6,2,2,4,2,3,1,5,4,5.5,4,2,3
1.0320293,2,4,4,3,4,1,7,2,6,7,1,7,7,7,6,5,3,3.75,4,4,6.4000001
1.0913578,2,7,4,5,3,5,7,1,7,1,1,7,7,6,7,7,2,4.75,5,1,6.8000002
1.1062416,2,7,1,7,6,1,6,4,7,4,1,7,7,7,2,6,1,5.25,4.5,2.5,5.8000002
.65026277,2,5,2,7,4,4,5,5,6,6,2,6,4,6,4,4,5,4.5,5,4,4.8000002
.54337782,2,6,7,5,5,4,3,4,5,4,5,3,4,4,4,5,3,5.75,4,4.5,4
.8387316500000001,2,5,4,3,3,5,3,3,6,7,2,5,3,3,5,5,3,3.75,4.25,4.5,4.1999998
1.5451705,2,5,2,3,7,6,7,7,7,6,1,6,5,5,4,7,5,4.25,6.75,3.5,5.4000001
.97397977,2,7,7,3,3,2,7,4,7,3,2,7,7,7,7,7,4,5,5,2.5,7
.8387316500000001,2,5,5,3,4,4,4,5,6,5,2,5,5,5,5,6,1,4.25,4.75,3.5,5.1999998
.65026277,2,7,6,4,2,3,5,4,7,3,5,2,7,5,3,6,5,4.75,4.75,4,4.5999999
1.6740905,2,7,2,3,6,1,6,5,6,5,3,3,7,2,7,7,1,4.5,4.5,4,5.1999998
1.0709974,2,7,7,7,6,6,6,7,7,5,7,7,6,6,6,6,3,6.75,6.5,6,6.1999998
.44373411,2,5,5,5,5,3,5,3,5,1,1,5,3,5,7,5,5,5,4,1,5
1.4229311,2,7,6,5,5,5,5,6,5,5,4,4,3,5,6,4,2,5.75,5.25,4.5,4.4000001
.79242516,2,4,3,6,1,2,2,3,7,2,1,7,5,3,4,5,1,3.5,3.5,1.5,4.8000002
.54337782,2,5,3,4,2,3,5,5,5,2,2,7,7,5,7,6,6,3.5,4.5,2,6.4000001
.5332405,2,7,5,5,5,5,5,5,5,5,3,5,5,3,5,5,5,5.5,5,4,4.5999999
.54337782,2,5,4,4,4,4,6,6,6,4,3,5,5,5,4,5,4,4.25,5.5,3.5,4.8000002
.63813144,2,7,6,7,4,7,6,6,7,7,1,6,6,4,7,7,7,6,6.5,4,6
1.1305883,2,7,7,3,7,6,5,5,7,5,2,7,7,7,5,7,1,6,5.75,3.5,6.5999999
1.1520816,2,5,6,4,5,5,5,6,5,4,3,5,5,5,6,5,5,5,5.25,3.5,5.1999998
1.0399112,2,5,5,5,5,5,7,7,7,5,1,7,7,7,7,7,7,5,6.5,3,7
1.5451705,2,6,7,7,7,6,4,5,6,3,1,3,5,5,5,6,3,6.75,5.25,2,4.8000002
.62249655,2,6,5,5,5,5,5,6,6,4,3,5,5,6,4,6,4,5.25,5.5,3.5,5.1999998
.8387316500000001,2,6,6,5,6,5,6,5,6,4,3,6,6,6,6,5,6,5.75,5.5,3.5,5.8000002
.79242516,2,6,6,3,5,6,7,7,7,2,1,7,4,5,1,5,7,5,6.75,1.5,4.4000001
1.1520816,2,5,3,6,6,2,2,2,6,5,2,5,4,3,5,6,2,5,3,3.5,4.5999999
1.2948937,2,7,6,5,4,5,6,7,7,2,1,7,6,6,6,6,4,5.5,6.25,1.5,6.1999998
1.2652928,2,7,6,5,5,6,4,7,6,2,1,2,6,7,3,3,7,5.75,5.75,1.5,4.1999998
1.449982,2,6,6,5,5,3,4,6,5,3,1,7,7,7,7,7,6,5.5,4.5,2,7
1.5163437,2,7,5,6,7,7,5,5,7,7,1,7,7,7,7,6,3,6.25,6,4,6.8000002
1.1520816,2,6,6,5,5,4,5,4,6,3,3,5,3,3,4,5,4,5.5,4.75,3,4
1.1520816,2,5,5,6,5,6,6,3,7,3,3,7,6,5,5,5,5,5.25,5.5,3,5.5999999
1.3195107,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1.5451705,2,7,7,7,5,4,6,1,7,7,1,7,7,3,4,7,4,6.5,4.5,4,5.5999999
.65026277,2,5,3,5,4,4,5,5,5,5,3,5,4,4,5,4,4,4.25,4.75,4,4.4000001
1.0709974,2,7,5,5,2,5,6,6,7,3,1,7,7,6,4,5,1,4.75,6,2,5.8000002
.65026277,2,6,1,4,3,4,1,3,7,1,1,5,6,6,4,7,3,3.5,3.75,1,5.5999999
.8387316500000001,2,7,7,5,6,4,2,2,6,5,2,3,5,6,7,5,6,6.25,3.5,3.5,5.1999998
1.0913578,2,5,6,6,3,3,6,6,7,3,6,6,6,6,6,6,6,5,5.5,4.5,6
.63813144,2,5,4,7,5,4,6,5,7,4,2,5,5,6,5,7,4,5.25,5.5,3,5.5999999
.99249583,2,6,3,4,4,3,5,5,5,5,2,4,4,6,4,5,3,4.25,4.5,3.5,4.5999999
1.0127757,2,7,2,7,6,5,3,7,6,2,3,7,6,7,6,2,3,5.5,5.25,2.5,5.5999999
.8387316500000001,2,6,7,5,5,3,7,5,7,4,1,7,6,7,7,6,7,5.75,5.5,2.5,6.5999999
1.1062416,2,5,4,4,5,5,4,4,4,6,4,5,4,3,4,4,2,4.5,4.25,5,4
.99249583,2,7,7,7,7,7,7,7,7,3,7,7,7,7,7,7,7,7,7,5,7
.63813144,2,7,7,7,1,1,5,2,7,2,1,7,7,6,7,6,7,5.5,3.75,1.5,6.5999999
1.9871933,2,5,3,4,5,2,5,6,1,5,5,4,7,6,2,6,2,4.25,3.5,5,5
1.1305883,2,5,6,4,3,5,5,6,6,5,6,2,5,4,1,2,5,4.5,5.5,5.5,2.8
1.5451705,2,6,4,4,6,4,7,6,7,4,1,6,7,6,6,7,6,5,6,2.5,6.4000001
.54337782,2,7,5,4,4,5,3,6,6,5,4,4,2,4,4,5,4,5,5,4.5,3.8
.79242516,2,7,5,5,5,5,5,5,7,5,3,5,4,5,7,6,4,5.5,5.5,4,5.4000001
.61088318,2,2,2,7,5,5,5,5,3,2,3,5,7,5,6,6,2,4,4.5,2.5,5.8000002
1.3195107,2,6,1,7,7,5,7,7,7,1,2,3,5,7,7,7,7,5.25,6.5,1.5,5.8000002
1.0856035,2,7,7,4,7,7,7,1,7,7,1,1,1,7,7,7,1,6.25,5.5,4,4.5999999
.65026277,2,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5.25,6,6,6
.54337782,2,6,6,3,5,4,2,3,7,5,2,6,6,6,6,6,3,5,4,3.5,6
1.0320293,2,6,7,7,7,7,7,7,6,7,5,3,2,4,2,3,1,6.75,6.75,6,2.8
.82308424,2,5,4,5,5,6,7,6,7,5,3,6,5,7,6,7,5,4.75,6.5,4,6.1999998
2.0249712,2,5,2,5,3,3,7,6,6,1,5,5,5,5,7,6,5,3.75,5.5,3,5.5999999
.65026277,2,6,6,6,5,5,3,3,5,6,7,2,1,3,3,1,2,5.75,4,6.5,2
1.5451705,2,6,5,6,5,4,6,4,7,6,4,1,5,4,4,5,2,5.5,5.25,5,3.8
1.0453057,2,5,1,5,1,5,5,7,1,1,1,5,5,5,5,5,5,3,4.5,1,5
.77764165,2,5,6,5,4,4,6,5,5,1,1,5,5,5,5,5,1,5,5,1,5
.65026277,2,6,6,2,3,6,3,3,5,5,2,3,5,2,6,6,4,4.25,4.25,3.5,4.4000001
1.1062416,2,7,3,6,7,5,6,7,7,6,3,5,6,5,5,7,6,5.75,6.25,4.5,5.5999999
.43545577,2,7,7,6,5,6,3,4,7,7,1,6,6,3,7,7,7,6.25,5,4,5.8000002
.54337782,2,4,2,4,4,4,2,2,3,4,4,4,4,4,5,4,4,3.5,2.75,4,4.1999998
.82308424,2,7,2,6,5,5,1,5,6,6,1,6,6,5,7,6,5,5,4.25,3.5,6
1.3596098,2,7,6,4,5,4,5,6,7,2,1,7,7,6,5,7,5,5.5,5.5,1.5,6.4000001
1.385457,2,6,7,4,7,7,1,1,7,2,6,3,2,1,4,7,1,6,4,4,3.4000001
1.5451705,2,4,5,6,2,5,3,6,7,5,4,6,5,7,6,7,3,4.25,5.25,4.5,6.1999998
1.1062416,2,4,3,3,3,3,2,3,4,2,3,4,4,5,4,5,3,3.25,3,2.5,4.4000001
1.0913578,2,6,6,6,5,5,6,6,6,7,3,4,4,2,6,5,6,5.75,5.75,5,4.1999998
.5332405,2,7,7,6,6,5,7,5,7,5,5,4,4,5,4,3,5,6.5,6,5,4
1.5451705,2,7,1,7,4,7,7,5,6,7,1,7,7,6,7,7,7,4.75,6.25,4,6.8000002
1.3195107,2,4,3,5,3,4,7,5,7,3,1,7,7,7,7,7,4,3.75,5.75,2,7
1.5163437,2,5,6,6,5,4,4,5,5,2,3,5,5,5,5,5,5,5.5,4.5,2.5,5
.79242516,2,6,7,7,5,5,2,1,2,2,3,5,4,5,7,3,4,6.25,2.5,2.5,4.8000002
1.0913578,2,7,3,5,7,5,7,7,7,7,2,7,7,7,7,7,7,5.5,6.5,4.5,7
1.0709974,2,5,5,6,7,7,7,1,7,5,4,7,7,5,7,7,7,5.75,5.5,4.5,6.5999999
1.1062416,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
.8387316500000001,2,6,5,6,5,5,6,5,7,2,4,5,4,5,5,5,1,5.5,5.75,3,4.8000002
1.3195107,2,3,6,6,7,5,6,6,7,5,6,7,7,7,6,7,4,5.5,6,5.5,6.8000002
1.7059162,2,6,6,5,6,6,4,5,7,6,1,5,5,5,6,6,2,5.75,5.5,3.5,5.4000001
.8387316500000001,2,5,6,4,6,5,3,3,5,7,5,1,1,1,2,3,6,5.25,4,6,1.6
1.1520816,2,7,4,7,5,7,4,3,6,4,3,6,5,7,7,7,4,5.75,5,3.5,6.4000001
.99249583,2,7,5,3,5,5,7,1,6,1,2,6,7,6,5,2,3,5,4.75,1.5,5.1999998
.65026277,2,5,3,2,3,6,5,5,6,2,2,4,4,4,4,3,4,3.25,5.5,2,3.8
1.449982,2,5,4,5,5,5,6,5,5,6,3,5,4,5,5,6,6,4.75,5.25,4.5,5
.54337782,2,4,4,5,5,5,3,4,4,5,5,5,4,5,4,5,4,4.5,4,5,4.5999999
.54337782,2,7,4,6,4,4,4,5,5,3,2,6,5,5,5,6,6,5.25,4.5,2.5,5.4000001
1.1520816,2,5,4,5,5,5,5,4,5,4,3,4,5,5,6,5,5,4.75,4.75,3.5,5
1.4229311,2,7,5,6,6,4,5,3,4,5,2,5,6,4,4,1,7,6,4,3.5,4
